FPS,GrayScale_Func [ms],EqualizeHist_Func [ms],Clahe_Func [ms],Face_Func [ms],Nose_Func [ms],Mouth_Func [ms],RightEye_Func [ms],REyeOpen_Func [ms],LeftEye_Func [ms],LEyeopen_Func [ms],Tracking_Func [ms],FaceFound?,NoseFound?,MouthFound?,RightEyeFound?,REyeOpenFound?,LeftEyeFound?,LEyeopenFound?
13.5,1.56115,0.923306,2.78423,10.0115,13.8023,8.08725,7.58663,9.40837,4.69266,5.20623,12.0935,1,1,1,1,1,1,0
13.5057,1.32775,0.923306,2.69956,10.0115,11.9332,7.74872,7.49071,6.47096,4.5454,4.85954,8.33572,1,1,1,1,1,1,0
13.5115,5.0055,0.923306,3.89529,10.0115,11.8649,7.75972,7.39928,6.12268,4.60297,4.5607,7.77501,1,1,1,1,1,1,0
13.5172,1.02501,0.923306,2.70855,10.0115,11.8462,7.73102,7.93139,5.60337,4.80673,4.74751,10.2243,1,1,1,1,1,1,0
13.523,0.783654,0.923306,2.72271,10.0115,11.1536,7.15887,7.69302,9.65347,4.84211,4.52092,7.48442,1,1,1,1,1,1,0
13.4514,6.6578,0.923306,2.8188,10.0115,8.68927,2.52633,7.39988,5.35799,4.87978,4.28618,7.44798,1,1,1,1,1,1,0
13.4571,6.57062,0.923306,4.07967,10.0115,7.53535,2.30268,7.19072,5.36808,5.08226,4.3269,6.96838,1,1,1,1,1,1,0
13.4629,1.54708,0.923306,3.77439,10.0115,7.35015,2.38227,7.14257,5.33282,5.52191,4.36316,7.81826,1,1,1,1,1,1,0
13.4686,6.74066,0.923306,2.86102,10.0115,7.94838,2.61568,6.78818,5.22798,5.79751,4.6252,6.94102,1,1,1,1,1,1,0
13.4743,0.771808,0.923306,2.74308,10.0115,9.42395,3.00461,6.90639,5.72357,5.7041,5.20561,7.61187,1,1,1,1,1,1,0
13.48,2.64255,0.923306,2.77302,10.0115,10.3617,8.07228,7.05424,5.88573,5.59742,5.08806,7.72974,1,1,1,1,1,1,0
13.4857,1.15349,0.923306,2.98216,10.0115,9.54696,3.19987,7.97376,9.94005,5.30613,4.95751,11.9649,1,1,1,1,1,1,0
13.4914,0.78736,0.923306,2.68481,10.0115,10.9236,3.03364,7.13472,8.98545,5.31306,5.33194,7.19735,1,1,1,1,1,1,0
13.4971,1.14708,0.923306,6.03998,10.0115,10.6083,2.90768,7.79847,5.91951,5.26577,5.7888,7.65206,1,1,1,1,1,1,0
13.5029,6.42346,0.923306,2.86824,10.0115,10.7081,2.70873,7.55932,6.27305,5.28986,5.74602,7.24683,1,1,1,1,1,1,0
13.5086,1.15382,0.923306,2.67076,10.0115,11.3338,3.00728,9.43331,6.53028,5.47259,5.80753,7.93586,1,1,1,1,1,1,0
13.5143,1.45261,0.923306,7.9126,10.0115,12.1106,2.77605,7.89462,9.61082,4.6951,5.31119,7.00567,1,1,1,1,1,1,0
13.52,1.4295,0.923306,2.80037,10.0115,11.2109,6.62675,8.00638,9.53378,4.23925,5.00664,12.4818,1,1,1,1,1,1,0
13.5257,1.19759,0.923306,3.16964,10.0115,12.9691,6.90248,7.41658,9.44425,4.26703,4.67893,7.66786,1,1,1,1,1,1,0
13.4545,6.7458,0.923306,2.79456,10.0115,13.8716,2.89106,7.37027,9.49461,3.9922,4.74026,6.79149,1,1,1,1,1,1,0
13.4602,3.79537,0.923306,6.68236,10.0115,13.7757,2.67878,8.1165,9.32096,3.69639,4.09658,7.36918,1,1,1,1,1,1,0
13.4659,1.22032,0.923306,2.6547,10.0115,12.743,2.45247,6.10701,8.65818,2.4272,4.09658,7.65269,1,1,1,1,1,1,0
13.4716,0.822429,0.923306,2.68874,10.0115,13.4306,2.46167,6.00224,4.89643,2.49027,4.09658,8.36506,1,1,1,1,1,1,0
13.4773,1.19908,0.923306,6.21429,10.0115,13.0738,2.91412,6.59946,4.8388,2.66277,4.09658,6.92025,1,1,1,1,1,1,0
13.483,1.20486,0.923306,2.71927,10.0115,15.4501,2.94172,6.61424,7.41166,2.74277,4.09658,10.0054,1,1,1,1,1,1,0
13.4886,1.14274,0.923306,3.08907,10.0115,13.4265,2.99903,5.78605,4.4674,2.73942,4.09658,9.24494,1,1,1,1,1,1,0
13.4943,1.13934,0.923306,2.74665,10.0115,14.1404,2.85202,5.58163,7.11573,2.64732,4.09658,7.23331,1,1,1,1,1,1,0
13.5,0.767193,0.923306,3.2318,10.0115,14.9699,3.07264,5.88564,7.79044,2.84497,4.09658,7.9491,1,1,1,1,1,1,0
13.5057,0.770153,0.923306,2.72916,10.0115,14.4232,3.34187,6.12184,7.80958,3.01408,4.09658,7.83861,1,1,1,1,1,1,0
13.5114,2.74065,0.923306,2.45278,10.0115,13.8977,3.90756,5.529,4.72512,2.61974,4.09658,7.54877,1,1,1,1,1,1,0
13.517,7.48693,0.923306,2.75605,10.0115,13.6748,7.6356,5.76377,7.97782,2.62989,4.09658,7.13085,1,1,1,1,1,1,0
13.5227,1.39994,0.923306,2.65588,10.0115,13.8914,8.24369,7.47859,8.66786,2.55228,4.09658,7.68391,1,1,1,1,1,1,0
13.5284,1.23042,0.923306,7.20757,10.0115,13.037,8.59785,7.43732,9.10451,3.01967,4.09658,7.36769,1,1,1,1,1,1,0
13.4576,0.763839,0.923306,2.80581,10.0115,13.4099,9.18773,6.31659,8.73425,3.91816,4.57372,7.53405,1,1,1,1,1,1,0
13.4633,2.41657,0.923306,2.75655,10.0115,12.8808,10.2647,7.67296,9.06159,5.12178,4.92416,8.10133,1,1,1,1,1,1,0
13.4689,1.34435,0.923306,3.31107,10.0115,13.2133,10.0868,7.51987,10.3845,4.70919,4.95868,8.26595,1,1,1,1,1,1,0
13.4746,3.6433,0.923306,2.7195,10.0115,11.724,10.5838,7.91355,10.9471,4.83579,4.75326,7.34133,1,1,1,1,1,1,0
13.4802,0.785085,0.923306,2.50576,10.0115,12.3532,9.95543,7.73726,10.5912,5.05028,4.95746,7.74123,1,1,1,1,1,1,0
13.4859,2.90873,0.923306,2.84989,10.0115,13.4709,9.42864,7.90542,11.2956,5.19742,5.16889,8.11716,1,1,1,1,1,1,0
13.4915,1.32634,0.923306,2.76398,10.0115,12.8573,7.548,9.68158,7.30269,4.89476,5.26579,7.77141,1,1,1,1,1,1,0
13.4972,5.37801,0.923306,2.51778,10.0115,11.6853,6.95107,7.32491,6.25357,4.80598,4.97322,7.31222,1,1,1,1,1,1,0
13.5028,1.20404,0.923306,2.64958,10.0115,10.5463,2.96378,7.86806,10.1592,4.86409,4.85202,9.54276,1,1,1,1,1,1,0
13.5085,5.77719,0.923306,3.39538,10.0115,7.96443,2.55526,7.17591,10.3673,4.5978,4.59617,7.43877,1,1,1,1,1,1,0
13.5141,1.02538,0.923306,2.75061,10.0115,7.23955,2.77216,7.94549,5.62389,4.43446,4.43299,8.01689,1,1,1,1,1,1,0
13.5198,1.68222,0.923306,2.82692,10.0115,6.28538,3.03085,6.89035,5.16123,4.85597,4.31639,7.36715,1,1,1,1,1,1,0
13.5254,6.79159,0.923306,2.718,10.0115,6.01421,3.07425,6.98147,5.05727,4.76619,4.24001,7.25712,1,1,1,1,1,1,0
13.4551,6.27583,0.923306,2.85913,10.0115,6.19179,3.06877,6.25712,5.11236,4.69794,4.35348,7.44029,1,1,1,1,1,1,0
13.4607,5.0293,0.923306,3.765,10.0115,6.65573,7.13423,6.33968,4.91535,4.23775,4.21295,7.98747,1,1,1,1,1,1,0
13.4663,2.23079,0.923306,3.11637,10.0115,7.21802,2.88189,6.05322,4.8082,4.73249,4.41532,7.7184,1,1,1,1,1,1,0
13.4719,9.18036,0.923306,2.61385,10.0115,7.18418,6.92254,6.03606,4.60479,4.87077,4.59187,7.37626,1,1,1,1,1,1,0
13.4775,0.765836,0.923306,2.74625,10.0115,7.41652,7.26732,5.72773,4.62605,4.81712,7.96177,7.37538,1,1,1,1,1,1,0
13.4831,3.00881,0.923306,2.79978,10.0115,8.10387,3.21028,5.99537,4.88584,5.33206,4.74907,10.8325,1,1,1,1,1,1,0
13.4888,1.13828,0.923306,2.68658,10.0115,8.84027,7.30464,6.34521,5.16966,5.55141,4.96638,10.4797,1,1,1,1,1,1,0
13.4944,8.46495,0.923306,2.91399,10.0115,9.41338,7.30456,6.16071,5.29174,5.66879,9.03012,7.45783,1,1,1,1,1,1,0
13.5,1.44408,0.923306,6.20306,10.0115,10.504,9.16971,7.18634,5.39347,5.71345,9.59068,7.30877,1,1,1,1,1,1,0
13.5056,1.28697,0.923306,2.79221,10.0115,9.80204,9.58167,7.1755,5.56028,6.14457,8.94504,10.5347,1,1,1,1,1,1,0
13.5112,1.43454,0.923306,2.79139,10.0115,9.9358,10.3621,7.25271,5.83835,6.32455,5.87618,12.5016,1,1,1,1,1,1,0
13.5169,1.02349,0.923306,2.55736,10.0115,9.67522,9.95545,6.94964,5.80779,5.74508,5.7508,7.73928,1,1,1,1,1,1,0
13.5225,1.23283,0.923306,6.19826,10.0115,10.0502,9.78798,7.81321,6.06193,5.88763,5.38059,7.60375,1,1,1,1,1,1,0
13.5281,1.37543,0.923306,3.34043,10.0115,10.8078,8.64674,8.38444,6.37576,5.81529,5.5667,10.4021,1,1,1,1,1,1,0
13.4581,1.02775,0.923306,2.73568,10.0115,11.8461,8.66355,8.25588,6.44644,6.29202,5.71756,7.68647,1,1,1,1,1,1,0
13.4637,6.15733,0.923306,3.01341,10.0115,14.1742,8.23448,8.24305,6.79325,5.79282,5.7035,7.04632,1,1,1,1,1,1,0
13.4693,1.30136,0.923306,2.73768,10.0115,15.5523,8.04862,8.43756,7.24687,6.02841,6.00322,7.74643,1,1,1,1,1,1,0
13.4749,5.74508,0.923306,2.52655,10.0115,18.2521,9.5182,8.56191,7.21041,5.79396,6.12248,7.04442,1,1,1,1,1,1,0
13.4804,1.31624,0.923306,2.64558,10.0115,17.8173,7.97825,8.65455,9.65878,5.21911,5.69316,10.3643,1,1,1,1,1,1,0
13.486,8.49178,0.923306,2.608,10.0115,16.7324,8.57763,8.51268,9.89494,5.48848,6.01445,7.22802,1,1,1,1,1,1,0
13.4916,1.16188,0.923306,2.79924,10.0115,13.9173,5.03773,8.11637,6.71885,4.82066,5.39687,7.37371,1,1,1,1,1,1,0
13.4972,8.2036,0.923306,2.73029,10.0115,16.9116,9.4396,8.35333,7.00446,5.49311,5.5165,7.23456,1,1,1,1,1,1,0
13.5028,0.758116,0.923306,2.51651,10.0115,16.8564,10.6318,8.22593,10.7136,5.20164,5.42626,7.74058,1,1,1,1,1,1,0
13.5084,3.4714,0.923306,8.16144,10.0115,16.2441,10.2269,8.38932,10.6614,4.76704,5.48364,7.37582,1,1,1,1,1,1,0
13.514,0.76409,0.923306,2.67718,10.0115,15.8124,8.92743,7.69713,6.81641,4.55379,5.02858,8.04767,1,1,1,1,1,1,0
13.4444,1.14814,0.923306,2.62977,10.0115,17.2084,10.2235,7.82455,10.275,4.62189,5.26521,8.178,1,1,1,1,1,1,0
13.45,1.44006,0.923306,2.79458,10.0115,16.0794,9.87686,8.32391,10.6864,4.2185,5.10613,12.465,1,1,1,1,1,1,0
13.4556,1.32954,0.923306,8.37016,10.0115,16.3279,9.34496,7.55574,10.8857,4.54023,5.30845,7.01039,1,1,1,1,1,1,0
13.4611,0.751337,0.923306,2.61336,10.0115,15.9492,8.73867,7.30728,10.8222,4.44501,5.41465,7.26111,1,1,1,1,1,1,0
13.4667,0.701693,0.923306,2.40574,10.0115,16.4414,8.2064,7.09381,10.8711,4.73791,5.61499,7.77587,1,1,1,1,1,1,0
13.4722,1.12096,0.923306,2.70464,10.0115,16.4837,8.52001,7.50019,10.8578,4.74243,5.65942,12.3428,1,1,1,1,1,1,0
13.4778,1.14021,0.923306,6.33199,10.0115,16.4292,7.92853,7.99403,10.7994,4.87721,5.39713,7.42279,1,1,1,1,1,1,0
13.4833,2.35574,0.923306,2.77448,10.0115,15.4145,7.68321,7.84836,11.3317,5.24799,5.59726,7.20511,1,1,1,1,1,1,0
13.4889,2.80608,0.923306,2.69268,10.0115,14.6821,8.69792,7.65092,11.2664,5.39224,5.72535,7.13674,1,1,1,1,1,1,0
13.4944,10.9065,0.923306,2.50748,10.0115,14.2562,9.07102,7.5538,10.6033,5.00534,8.60007,6.98525,1,1,1,1,1,1,0
13.5,6.28331,0.923306,2.551,10.0115,10.6003,7.97878,7.49587,10.2887,5.01493,5.19438,6.9941,1,1,1,1,1,1,0
13.5056,5.84086,0.923306,2.79011,10.0115,10.2283,7.13112,7.49499,9.89054,4.72351,4.98909,7.42194,1,1,1,1,1,1,0
13.4365,1.02321,0.923306,7.68412,10.0115,11.0743,7.38613,8.20769,9.17291,4.69101,5.20625,7.27383,1,1,1,1,1,1,0
13.442,1.11177,0.923306,2.77198,10.0115,11.0369,7.24448,7.56368,5.66528,4.57729,5.03989,10.6983,1,1,1,1,1,1,0
13.4475,1.31272,0.923306,3.51951,10.0115,8.32275,3.47634,7.02773,8.83277,4.36361,4.66688,7.32023,1,1,1,1,1,1,0
13.453,4.65162,0.923306,2.86322,10.0115,9.87907,3.1161,7.25233,5.39343,4.67575,4.43391,7.81899,1,1,1,1,1,1,0
13.4586,0.979967,0.923306,2.53081,10.0115,8.44806,2.88298,8.21162,5.71694,4.94629,4.34882,8.28224,1,1,1,1,1,1,0
13.4641,1.21328,0.923306,2.79267,10.0115,7.75982,2.87114,7.60283,4.9778,5.01632,4.56256,7.45716,1,1,1,1,1,1,0
13.4696,0.752653,0.923306,2.68739,10.0115,7.77669,2.71488,6.84066,5.07285,4.68743,4.45734,7.16435,1,1,1,1,1,1,0
13.4751,4.97028,0.923306,4.10023,10.0115,7.687,2.90978,5.90158,4.64169,4.81744,4.65,7.7561,1,1,1,1,1,1,0
13.4807,6.46158,0.923306,4.15067,10.0115,9.01791,2.72037,5.70424,4.66533,4.93614,4.95041,7.36531,1,1,1,1,1,1,0
13.4862,0.751745,0.923306,2.62517,10.0115,8.65366,2.3954,5.85405,4.44006,4.79952,5.09356,7.45822,1,1,1,1,1,1,0
13.4917,6.78372,0.923306,4.11643,10.0115,8.32504,2.15719,5.53063,4.17078,4.97085,4.98531,7.19555,1,1,1,1,1,1,0
13.4972,4.56267,0.923306,4.18101,10.0115,8.79585,2.07165,5.42239,4.30574,4.89528,4.65245,7.80569,1,1,1,1,1,1,0
13.5028,7.26405,0.923306,4.15169,10.0115,9.06256,2.07501,5.10264,4.27406,4.67497,4.66934,7.33779,1,1,1,1,1,1,0
13.5083,1.93944,0.923306,2.85022,10.0115,7.93154,2.06184,5.09798,4.29573,4.3011,4.54037,7.34398,1,1,1,1,1,1,0
13.5138,4.6485,0.923306,7.25526,10.0115,7.53578,2.15889,5.253,4.17514,4.8278,4.53333,7.4772,1,1,1,1,1,1,0
13.4451,1.20219,0.923306,7.15159,10.0115,8.03634,2.47959,5.70815,4.13717,4.66624,4.1097,7.08759,1,1,1,1,1,1,0
13.4505,1.20263,0.923306,2.80012,10.0115,8.26328,2.58275,5.6815,4.58116,4.60925,4.44142,10.7931,1,1,1,1,1,1,0
13.456,1.14094,0.923306,2.78943,10.0115,8.72698,2.39932,7.67473,4.92295,4.90743,4.3626,8.26766,1,1,1,1,1,1,0
13.4615,1.21538,0.923306,3.67751,10.0115,9.70612,2.45583,6.03528,5.21876,5.04559,4.8533,7.35944,1,1,1,1,1,1,0
13.467,2.35291,0.923306,2.87128,10.0115,8.67509,2.6987,6.42359,5.05765,4.88983,4.90079,7.53022,1,1,1,1,1,1,0
13.4725,4.42243,0.923306,2.81581,10.0115,8.45467,2.45504,6.34305,5.54576,5.26504,5.26652,7.48057,1,1,1,1,1,1,0
13.478,0.774134,0.923306,2.77372,10.0115,10.304,6.8105,6.85481,6.01212,5.64415,5.69303,8.30332,1,1,1,1,1,1,0
13.4835,1.04082,0.923306,2.57769,10.0115,10.9089,7.24064,8.01925,6.02416,5.77914,5.74045,9.81789,1,1,1,1,1,1,0
13.489,0.785,0.923306,2.67784,10.0115,10.8691,6.98741,7.17309,6.2234,5.87945,6.34085,7.36797,1,1,1,1,1,1,0
13.4945,1.35199,0.923306,7.4648,10.0115,11.818,8.12875,7.58829,6.00543,5.91542,5.6499,7.3632,1,1,1,1,1,1,0
13.5,1.5415,0.923306,6.09271,10.0115,11.4481,7.59136,8.53946,6.18695,5.53586,5.46667,7.81699,1,1,1,1,1,1,0
13.5055,1.18075,0.923306,2.76928,10.0115,12.2119,9.11763,9.23863,6.69978,5.61687,5.75651,8.40388,1,1,1,1,1,1,0
13.511,1.60596,0.923306,2.80685,10.0115,12.7153,3.90417,8.19094,6.57196,5.43558,5.8806,9.48039,1,1,1,1,1,1,0
13.4426,2.64183,0.923306,7.1164,10.0115,14.624,8.28754,8.05064,6.91252,5.34312,5.76666,7.51869,1,1,1,1,1,1,0
13.4481,6.75991,0.923306,2.4758,10.0115,11.3272,3.37537,7.42951,10.2008,5.43465,5.31002,7.33021,1,1,1,1,1,1,0
13.4536,2.91992,0.923306,5.57641,10.0115,10.6694,3.51112,8.17187,9.92962,5.30667,5.21981,8.20521,1,1,1,1,1,1,0
13.459,0.763413,0.923306,2.77725,10.0115,7.3593,2.39362,6.57344,8.95185,4.56,4.3406,7.29536,1,1,1,1,1,1,0
13.4645,0.752276,0.923306,2.77472,10.0115,7.32202,2.78759,5.74204,9.77581,4.27119,4.3108,7.62438,1,1,1,1,1,1,0
13.4699,2.42122,0.923306,2.74481,10.0115,6.54672,2.96357,5.46248,9.41518,3.97991,4.22161,7.71979,1,1,1,1,1,1,0
13.4754,1.13447,0.923306,2.69016,10.0115,5.7282,3.54439,4.82741,9.06694,3.6376,3.94494,7.11362,1,1,1,1,1,1,0
13.4809,0.765867,0.923306,2.735,10.0115,5.87287,3.93673,4.45223,8.43808,3.76869,4.05539,7.28142,1,1,1,1,1,1,0
13.4863,5.11682,0.923306,3.08969,10.0115,9.51368,7.10792,4.74656,8.55307,3.53664,3.84242,7.38816,1,1,1,1,1,1,0
13.4918,2.27604,0.923306,3.26608,10.0115,10.8088,4.05895,4.50429,8.10614,2.46896,3.84242,6.97048,1,1,1,1,1,1,0
13.4973,7.50433,0.923306,2.85721,10.0115,16.2074,4.41437,5.10821,5.36261,3.7295,4.96288,7.32227,1,1,1,1,1,1,0
13.5027,1.8153,0.923306,3.29841,10.0115,18.0633,4.32172,5.96874,5.26454,2.65407,4.96288,12.4978,1,1,1,1,1,1,0
13.5082,7.39559,0.923306,2.55553,10.0115,20.1454,4.07847,4.99288,5.39823,2.73933,4.96288,7.15093,1,1,1,1,1,1,0
13.5137,1.52153,0.923306,3.6606,10.0115,21.2468,6.74824,5.55435,5.81842,3.32138,4.96288,7.91361,1,1,1,1,1,1,0
13.4457,1.62093,0.923306,6.13803,10.0115,12.2079,7.07468,5.84755,9.68605,4.42012,5.93931,6.85766,1,1,1,1,1,1,0
13.4511,1.28022,0.923306,2.56768,10.0115,13.6076,8.13193,6.37669,9.5332,4.20229,6.35846,11.5791,1,1,1,1,1,1,0
13.4565,1.30285,0.923306,2.75796,10.0115,12.9217,8.4737,7.13869,10.0964,4.40536,6.40391,11.3614,1,1,1,1,1,1,0
13.462,1.12585,0.923306,2.42406,10.0115,17.9934,8.77485,7.36336,7.65082,4.26452,6.53963,11.746,1,1,1,1,1,1,0
13.4674,1.14116,0.923306,2.76967,10.0115,18.3606,9.88113,7.07234,8.99496,4.70329,6.75423,9.43519,1,1,1,1,1,1,0
13.4728,6.7976,0.923306,3.06165,10.0115,18.4659,10.371,6.83481,9.517,4.82827,6.81242,7.23365,1,1,1,1,1,1,0
13.4783,1.43591,0.923306,8.59431,10.0115,19.0224,10.1,7.59755,10.7554,4.86611,7.06932,7.04037,1,1,1,1,1,1,0
13.4837,2.02619,0.923306,2.83657,10.0115,10.3095,10.1913,6.87775,10.6263,5.23286,7.29583,7.38113,1,1,1,1,1,1,0
13.4891,1.2128,0.923306,3.10933,10.0115,9.43193,10.276,6.49936,9.54286,5.08242,6.56937,7.95434,1,1,1,1,1,1,0
13.4946,2.67282,0.923306,2.85493,10.0115,10.1569,10.7127,6.72214,7.95794,5.19693,6.95842,7.42063,1,1,1,1,1,1,0
13.5,1.14135,0.923306,8.06767,10.0115,10.0945,10.793,6.99175,10.5255,5.2671,6.77088,7.90886,1,1,1,1,1,1,0
13.5054,2.00184,0.923306,2.79135,10.0115,9.14608,10.2908,7.22539,8.17561,5.18491,6.69502,7.68823,1,1,1,1,1,1,0
13.4378,6.53451,0.923306,2.85542,10.0115,9.03096,9.98449,6.88665,10.5336,5.23231,6.77661,7.24879,1,1,1,1,1,1,0
13.4432,10.9777,0.923306,2.51835,10.0115,9.05741,9.63587,6.53686,7.91818,5.04257,6.36267,7.12974,1,1,1,1,1,1,0
13.4486,3.33704,0.923306,2.80074,10.0115,9.08086,9.59804,7.508,10.5842,5.49015,6.46218,8.37533,1,1,1,1,1,1,0
13.4541,1.58207,0.923306,2.80664,10.0115,14.2305,9.78207,7.86114,10.7516,5.51701,6.96717,7.59316,1,1,1,1,1,1,0
13.4595,2.14741,0.923306,2.49403,10.0115,13.9692,9.75442,7.73368,7.99815,5.36586,6.9308,7.68784,1,1,1,1,1,1,0
13.4649,0.761654,0.923306,2.6837,10.0115,14.4299,8.81766,7.43496,7.63924,5.23187,7.13248,7.65595,1,1,1,1,1,1,0
13.4703,2.99167,0.923306,2.72194,10.0115,12.8554,8.52402,7.60707,7.34131,5.57484,7.28751,7.61938,1,1,1,1,1,1,0
13.4757,0.765522,0.923306,2.85871,10.0115,12.5114,9.2677,7.19249,7.0182,5.42406,7.13873,7.43966,1,1,1,1,1,1,0
13.4811,0.76637,0.923306,3.82866,10.0115,11.3996,9.16765,6.72826,5.89118,5.54846,6.25401,7.8399,1,1,1,1,1,1,0
13.4865,1.3548,0.923306,9.14521,10.0115,10.8976,10.8079,6.41869,6.03406,5.31401,6.28104,7.39416,1,1,1,1,1,1,0
13.4919,2.3842,0.923306,6.27047,10.0115,11.7758,10.4575,6.71486,5.88038,5.44118,5.80896,7.47218,1,1,1,1,1,1,0
13.4973,1.56,0.923306,2.67038,10.0115,13.4638,10.8217,6.63655,6.21423,5.07385,6.91447,10.7669,1,1,1,1,1,1,0
13.4301,2.47094,0.923306,7.52634,10.0115,9.21163,9.62203,7.14951,11.8694,4.15238,6.91447,7.62952,1,1,1,1,1,1,0
13.4355,1.40375,0.923306,2.54554,10.0115,13.1654,13.5262,7.284,9.16365,4.80602,7.45468,8.29903,1,1,1,1,1,1,0
13.4409,2.88719,0.923306,2.8038,10.0115,12.8943,10.6463,7.83472,8.67189,4.69337,7.2597,10.3761,1,1,1,1,1,1,0
13.4462,1.20328,0.923306,7.94133,10.0115,9.12781,8.06272,7.6313,8.31262,4.31193,7.2597,7.40826,1,1,1,1,1,1,0
13.4516,0.770847,0.923306,2.56378,10.0115,10.5692,9.09948,6.92173,9.09834,4.53275,7.2597,7.90038,1,1,1,1,1,1,0
13.457,1.64108,0.923306,2.63112,10.0115,17.0108,10.4902,10.4361,10.0644,5.6026,8.37312,8.15116,1,1,1,1,1,1,0
13.4624,0.977205,0.923306,2.80496,10.0115,14.64,12.1229,7.59284,9.55272,6.20026,9.10978,8.71613,1,1,1,1,1,1,0
13.4677,1.48568,0.923306,7.55481,10.0115,13.6754,10.5367,8.00495,9.53133,6.25464,8.5538,7.92616,1,1,1,1,1,1,0
13.4731,2.16203,0.923306,2.77794,10.0115,14.7186,10.8196,7.69493,9.71402,6.09917,8.92915,8.64274,1,1,1,1,1,1,0
13.4785,1.26329,0.923306,2.63946,10.0115,6.92215,8.31659,6.39908,5.77961,5.53338,6.38406,11.5838,1,1,1,1,1,1,0
13.4839,4.72889,0.923306,2.83448,10.0115,10.9499,8.5867,5.10462,4.13441,4.72049,5.32853,7.93726,1,1,1,1,1,1,0
13.4892,2.29678,0.923306,2.8181,10.0115,10.5991,9.26168,5.52086,4.11906,4.8935,5.46699,11.181,1,1,1,1,1,1,0
13.4225,6.95255,0.923306,2.70961,10.0115,11.5316,8.80114,5.29769,4.17515,5.02733,5.31267,8.34225,1,1,1,1,1,1,0
13.4278,2.16758,0.923306,3.0938,10.0115,11.5111,7.95976,5.41482,4.07379,5.24031,5.56666,12.7799,1,1,1,1,1,1,0
13.4332,1.46806,0.923306,2.77233,10.0115,12.4701,8.62151,5.18824,4.25241,5.04937,5.6901,8.19126,1,1,1,1,1,1,0
13.4385,1.38076,0.923306,2.75401,10.0115,14.1033,9.52205,6.20646,4.84217,5.65581,6.61621,10.9188,1,1,1,1,1,1,0
13.4439,1.16233,0.923306,2.77037,10.0115,15.189,9.4587,6.20071,5.67108,5.89244,6.74804,8.5625,1,1,1,1,1,1,0
13.4492,2.76982,0.923306,2.77326,10.0115,14.1675,8.10741,5.6913,4.23006,5.54036,6.15137,7.78221,1,1,1,1,1,1,0
13.4545,6.007,0.923306,3.50813,10.0115,13.6688,8.1638,5.79023,4.22791,5.64809,5.61967,8.11249,1,1,1,1,1,1,0
13.4599,1.35061,0.923306,5.91451,10.0115,13.7999,7.51832,6.19382,4.06793,5.81956,5.52807,7.31327,1,1,1,1,1,1,0
13.4652,1.0259,0.923306,2.70258,10.0115,12.3459,7.63013,5.38801,4.08511,5.45909,8.39953,7.8847,1,1,1,1,1,1,0
13.4706,2.14269,0.923306,7.5694,10.0115,12.3101,8.63445,5.16536,4.08576,4.99492,5.34659,7.89894,1,1,1,1,1,1,0
13.4759,1.15761,0.923306,2.71594,10.0115,11.6446,8.33878,6.67408,4.36088,5.2389,5.24775,8.24033,1,1,1,1,1,1,0
13.4813,1.14347,0.923306,7.06165,10.0115,11.6057,8.05892,5.74147,4.20934,5.31071,5.18239,7.4331,1,1,1,1,1,1,0
13.4866,1.02239,0.923306,3.05773,10.0115,10.9185,10.7588,6.92018,6.85726,6.24164,6.80256,8.18373,1,1,1,1,1,1,0
13.4202,1.19407,0.923306,2.66024,10.0115,12.3508,8.53467,5.0896,3.97854,5.37754,5.00517,8.75878,1,1,1,1,1,1,0
13.4255,1.20489,0.923306,2.78248,10.0115,12.0942,7.79558,6.11194,3.98679,5.07346,4.96483,12.6388,1,1,1,1,1,1,0
13.4309,6.3696,0.923306,3.52546,10.0115,12.4767,8.04739,5.46972,3.90668,5.17374,5.22281,7.29915,1,1,1,1,1,1,0
13.4362,1.21296,0.923306,2.73266,10.0115,11.8801,8.89352,5.90865,4.05164,5.33599,5.32688,12.4348,1,1,1,1,1,1,0
13.4415,0.769794,0.923306,2.79216,10.0115,12.6339,9.70214,5.46011,4.39392,5.65567,5.44277,8.33539,1,1,1,1,1,1,0
13.4468,1.13627,0.923306,4.83241,10.0115,13.342,9.94827,6.5914,4.62041,5.34859,5.43362,8.61847,1,1,1,1,1,1,0
13.4521,1.19446,0.923306,2.65772,10.0115,12.5955,10.2455,6.26024,4.96615,5.73763,5.41002,9.85477,1,1,1,1,1,1,0
13.4574,0.785855,0.923306,2.74795,10.0115,14.8514,9.35602,6.40693,5.05421,6.05652,5.79819,7.9611,1,1,1,1,1,1,0
13.4628,6.41483,0.923306,2.89021,10.0115,12.9805,3.4013,5.46068,4.32967,5.29236,5.76966,7.8872,1,1,1,1,1,1,0
13.4681,1.13857,0.923306,2.71398,10.0115,11.231,2.39279,3.57087,4.32967,5.46893,6.52204,12.022,1,1,1,1,1,1,0
13.4734,3.17583,0.923306,2.78195,10.0115,6.52942,2.97458,3.51166,4.32967,5.3463,6.81089,7.97873,1,1,1,1,1,1,0
13.4787,7.27649,0.923306,2.57795,10.0115,8.46176,3.30486,3.06678,4.32967,5.51016,7.40753,8.18355,1,1,1,1,1,1,0
13.484,1.12209,0.923306,2.38524,10.0115,7.69723,3.53729,3.93799,4.32967,6.09236,7.15019,7.30381,1,1,1,1,1,1,0
